1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
34.63005828857422 35.59007263183594 35.59031677246094 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.553634643554688 27.53746795654297 46.99834442138672 85.93535614013672 265.6123046875 619.75732421875 292.1605224609375 789.6953125 2545.6953125 4891.6953125
34.62224578857422 35.59007263183594 35.59031677246094 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.553665161132812 27.537437438964844 47.094459533691406 86.41481018066406 275.25634765625 585.64697265625 298.0877914428711 1037.697265625 2563.697265625 4865.6953125
34.62224578857422 35.59007263183594 35.55113220214844 36.65733337402344 37.63884735107422 39.537864685058594 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.553207397460938 27.53839111328125 47.07793426513672 87.74950408935547 273.25341796875 597.697265625 259.40924072265625 1525.6953125 2507.6953125 4861.6953125
34.62224578857422 35.59007263183594 35.537513732910156 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.553665161132812 27.537437438964844 46.91382598876953 86.42205810546875 273.697265625 617.611328125 296.4632568359375 1293.697265625 2415.6953125 4573.6953125
34.62224578857422 35.59007263183594 35.55113220214844 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.55321502685547 27.537437438964844 47.08573913574219 88.19488525390625 265.091796875 611.6953125 294.85009765625 1441.6005859375 2637.697265625 4837.6953125
34.62224578857422 35.59007263183594 35.55113220214844 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.55315399169922 27.53746795654297 47.082122802734375 86.57553100585938 266.962890625 609.8193359375 306.47003173828125 805.6953125 2477.697265625 4523.6953125
34.62224578857422 35.59007263183594 35.53749084472656 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.553268432617188 27.53746795654297 47.079925537109375 85.738037109375 271.42724609375 588.79931640625 294.8548583984375 1487.6953125 2579.6953125 4865.6953125
34.62224578857422 35.59007263183594 35.59031677246094 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.553207397460938 27.53839111328125 47.071144104003906 86.074951171875 265.06201171875 617.62646484375 311.5275344848633 1605.6953125 2359.697265625 4855.6953125
34.62224578857422 35.59007263183594 35.59031677246094 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.55127716064453 27.537460327148438 46.99921417236328 86.42327880859375 265.19482421875 617.7587890625 301.19384765625 1397.697265625 2575.697265625 4559.697265625
34.62224578857422 35.59007263183594 35.55113220214844 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.553184509277344 27.53746795654297 47.090492248535156 86.7900390625 267.552734375 613.75927734375 294.99249267578125 647.6953125 2065.697265625 4829.697265625
34.62224578857422 35.59007263183594 35.553192138671875 36.65733337402344 37.63884735107422 39.574554443359375 41.617401123046875 41.617401123046875 41.617401123046875 44.65733337402344 49.617401123046875 27.553665161132812 27.537460327148438 46.910987854003906 85.97779083251953 275.07666015625 609.697265625 288.36924743652344 1433.10009765625 2437.6953125 4421.6953125
